5.558890897120417618e-01 -7.586445241365700198e-01 -1.770266708151169821e+00
-1.181717189604640339e+00 -9.463333062588212830e-01 5.497718862813459895e-01
3.353049932090441221e+00 -1.606746373782066861e+00 -6.687493060911661180e-01
-5.039591696286341849e-01 5.228256439718133031e-01 8.277128695065869568e-01
1.499701480407814369e+00 1.023200842763094531e+00 -1.012319629008964883e+00
-1.498809350240791538e+00 -1.502853024525663050e+00 -5.286543125138187110e-02
4.765330907349634576e-02 1.892643791402938369e+00 -1.449570815352424269e+00
-3.637684971616920171e-01 -2.643866427587195922e-01 -1.686955931402691178e+00
-2.914435931729244533e+00 3.403053634741373124e-01 -6.149108039975119677e-01
-1.326549033696341251e+00 1.391935949608920087e+00 6.579606105613277078e-01
-4.697256356689781143e+00 1.619113064478638009e+00 -2.905759968834188342e-02
-1.813271504405339130e+00 -1.085745725191372912e+00 1.642463008759613707e+00
-8.274678092328707768e-02 1.831411669787348817e+00 -7.212074590660290108e-01
1.119346118211542063e+00 -2.168881231825030564e-01 2.157567287811253731e+00
9.610507356329581752e-01 -5.663734348466165081e-01 -2.771243597584509555e-01
-1.006230557125407099e+00 -8.779848435605230872e-01 2.480724787755933525e-02
3.437792640937909483e-01 -1.180269657967595531e+00 6.181939916116484524e-01
-6.982571442990316291e-01 -1.297198079897929235e+00 -5.137313219093692096e-01
3.798606975364619665e+00 1.488743656643022550e+00 8.757545286880510371e-01
1.519284217058236297e-01 -1.223848520097139847e+00 -1.320028112234373774e-01
1.558950644434866639e+00 8.001669641484410178e-02 9.864764821475097145e-01
3.999210732023181780e-01 -6.534163849712755212e-01 4.142401298211681460e-01
-2.550224331513771259e-01 1.132425587991166882e+00 1.727856183681985291e-01
-2.170962206381075177e+00 -1.584899096827065978e+00 1.308357145067281735e+00
1.283730152700337523e+00 -1.022225392262612331e+00 -5.751494576872717701e-01
2.517174038920169554e+00 1.090542095173769876e+00 1.209457459348340258e+00
1.218267652249820809e+00 1.520695484308827172e+00 -9.180679007081519183e-01
-7.764291356373795860e-01 1.301512791170986283e+00 1.128501842702704927e+00
-3.006814355019781781e-01 5.882342698935900671e-01 -7.796992656507911734e-01
-3.219110706832428725e+00 4.509790121411949571e-03 1.448747432862619533e+00
6.714987340364868551e-01 8.078740267129091990e-01 -2.186209054761855786e+00
-2.380594605223354865e+00 9.280667521894976346e-01 2.074352930122174143e-01
1.908034563022612540e-01 -1.423384174353532927e+00 4.749392981813175818e-01
-6.054796123679604403e-01 -1.801895040942599779e+00 1.988950828569107099e+00
-9.341470023043031423e-01 -4.513743322940144687e-01 -2.505246578578838035e-01
-1.998119499273346200e+00 1.950171031428311608e+00 -1.205705949310749148e+00
3.013210294015809865e+00 -5.266725171915880299e-01 1.176781993646774660e-01
1.985773756285750480e+00 2.742343878710467031e-01 2.870717422160065091e-01
-1.093185165020066490e-01 -3.894718389570701600e-01 7.269708193218096803e-02
-1.633294648397010551e+00 4.493460919267264764e-01 3.431947125014896405e-01
2.260617910240152018e+00 1.278055633433788252e+00 -4.347653556594859858e-01
-1.650376724514571958e+00 6.821791888862298592e-01 -1.598280638428884182e-01
2.499854931367503585e+00 -1.950812155802207570e+00 1.046576098473031458e+00
8.909194742873546291e-01 -1.867220892902802909e+00 4.072207708568348350e-01
-1.061842261212016858e+00 -6.334882617688331052e-02 -1.322983927058998477e+00
7.812049460473289297e-01 7.329296926375672427e-01 -3.885128413535815506e-01
4.770886106420104689e-01 -1.707854351185021713e+00 7.107263347203569559e-01
-2.561084929457188242e+00 1.745888668800990473e+00 -3.285840934562043181e-01
1.701503091151913782e+00 2.163587506466604360e-01 -1.174926591326828973e+00
1.900506553747371541e+00 -1.491599471030073953e-01 -8.712500388988697608e-01
